YEAR,category,aktor,film,type
1979,ACTOR IN A SUPPORTING ROLE,Bruce Dern,"""Coming Home""",nominee
1979,ACTOR IN A SUPPORTING ROLE,Richard Farnsworth,"""Comes a Horseman""",nominee
1979,ACTOR IN A SUPPORTING ROLE,John Hurt,"""Midnight Express""",nominee
1979,ACTOR IN A SUPPORTING ROLE,Jack Warden,"""Heaven Can Wait""",nominee
1979,ACTRESS IN A LEADING ROLE,Ingrid Bergman,"""Autumn Sonata""",nominee
1979,ACTRESS IN A LEADING ROLE,Ellen Burstyn,"""Same Time, Next Year""",nominee
1979,ACTRESS IN A LEADING ROLE,Jill Clayburgh,"""An Unmarried Woman""",nominee
1979,ACTRESS IN A LEADING ROLE,Geraldine Page,"""Interiors""",nominee
1979,ACTRESS IN A SUPPORTING ROLE,Dyan Cannon,"""Heaven Can Wait""",nominee
1979,ACTRESS IN A SUPPORTING ROLE,Penelope Milford,"""Coming Home""",nominee
1979,ACTRESS IN A SUPPORTING ROLE,Maureen Stapleton,"""Interiors""",nominee
1979,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,"""The Deer Hunter""",nominee
1979,ART DIRECTION,Dean Tavoularis,"""The Brink's Job""",nominee
1979,ART DIRECTION,Angelo Graham,"""The Brink's Job""",nominee
1979,ART DIRECTION,George R. Nelson,"""The Brink's Job""",nominee
1979,ART DIRECTION,Bruce Kay,"""The Brink's Job""",nominee
1979,ART DIRECTION,Albert Brenner,"""California Suite""",nominee
1979,ART DIRECTION,Marvin March,"""California Suite""",nominee
1979,ART DIRECTION,Mel Bourne,"""Interiors""",nominee
1979,ART DIRECTION,Daniel Robert,"""Interiors""",nominee
1979,ART DIRECTION,Tony Walton,"""The Wiz""",nominee
1979,ART DIRECTION,Philip Rosenberg,"""The Wiz""",nominee
1979,ART DIRECTION,Edward Stewart,"""The Wiz""",nominee
1979,ART DIRECTION,Robert Drumheller,"""The Wiz""",nominee
1979,CINEMATOGRAPHY,Vilmos Zsigmond,"""The Deer Hunter""",nominee
1979,CINEMATOGRAPHY,William A. Fraker,"""Heaven Can Wait""",nominee
1979,CINEMATOGRAPHY,Robert Surtees,"""Same Time, Next Year""",nominee
1979,CINEMATOGRAPHY,Oswald Morris,"""The Wiz""",nominee
1979,COSTUME DESIGN,Renie Conley,"""Caravans""",nominee
1979,COSTUME DESIGN,Patricia Norris,"""Days of Heaven""",nominee
1979,COSTUME DESIGN,Paul Zastupnevich,"""The Swarm""",nominee
1979,COSTUME DESIGN,Tony Walton,"""The Wiz""",nominee
1979,DIRECTING,Hal Ashby,"""Coming Home""",nominee
1979,DIRECTING,Warren Beatty,"""Heaven Can Wait""",nominee
1979,DIRECTING,Buck Henry,"""Heaven Can Wait""",nominee
1979,DIRECTING,Woody Allen,"""Interiors""",nominee
1979,DIRECTING,Alan Parker,"""Midnight Express""",nominee
1979,DOCUMENTARY (Feature),Albert Lamorisse,"""The Lovers' Wind""",nominee
1979,DOCUMENTARY (Feature),Alan Root,"""Mysterious Castles of Clay""",nominee
1979,DOCUMENTARY (Feature),Jean-Pierre Dutilleux,"""Raoni""",nominee
1979,DOCUMENTARY (Feature),Barry Williams,"""Raoni""",nominee
1979,DOCUMENTARY (Feature),Michel Gast,"""Raoni""",nominee
1979,DOCUMENTARY (Feature),Anne Bohlen,"""With Babies and Banners: Story of the Women's Emergency Brigade""",nominee
1979,DOCUMENTARY (Feature),Lyn Goldfarb,"""With Babies and Banners: Story of the Women's Emergency Brigade""",nominee
1979,DOCUMENTARY (Feature),Lorraine Gray,"""With Babies and Banners: Story of the Women's Emergency Brigade""",nominee
1979,DOCUMENTARY (Short Subject),Jerry Aronson,"""The Divided Trail: A Native American Odyssey""",nominee
1979,DOCUMENTARY (Short Subject),K.K. Kapil,"""An Encounter with Faces""",nominee
1979,DOCUMENTARY (Short Subject),August Cinquegrana,"""Goodnight Miss Ann""",nominee
1979,DOCUMENTARY (Short Subject),J. Gary Mitchell,"""Squires of San Quentin""",nominee
1979,FILM EDITING,Robert E. Swink,"""The Boys from Brazil""",nominee
1979,FILM EDITING,Don Zimmerman,"""Coming Home""",nominee
1979,FILM EDITING,Gerry Hambling,"""Midnight Express""",nominee
1979,FILM EDITING,Stuart Baird,"""Superman""",nominee
1979,FOREIGN LANGUAGE FILM,German Federal Republic,"""The Glass Cell""",nominee
1979,FOREIGN LANGUAGE FILM,Hungary,"""Hungarians""",nominee
1979,FOREIGN LANGUAGE FILM,Italy,"""Viva Italia!""",nominee
1979,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,"""White Bim Black Ear""",nominee
1979,MUSIC (Adaptation Score),Jerry Wexler,"""Pretty Baby""",nominee
1979,MUSIC (Adaptation Score),Quincy Jones,"""The Wiz""",nominee
1979,MUSIC (Original Score),Jerry Goldsmith,"""The Boys from Brazil""",nominee
1979,MUSIC (Original Score),Ennio Morricone,"""Days of Heaven""",nominee
1979,MUSIC (Original Score),Dave Grusin,"""Heaven Can Wait""",nominee
1979,MUSIC (Original Score),John Williams,"""Superman""",nominee
1979,MUSIC (Original Song),John Farrar,"""Grease""",nominee
1979,MUSIC (Original Song),Marvin Hamlisch,"""Same Time, Next Year""",nominee
1979,MUSIC (Original Song),Alan Bergman,"""Same Time, Next Year""",nominee
1979,MUSIC (Original Song),Marilyn Bergman,"""Same Time, Next Year""",nominee
1979,MUSIC (Original Song),Charles Fox,"""Foul Play""",nominee
1979,MUSIC (Original Song),Norman Gimbel,"""Foul Play""",nominee
1979,MUSIC (Original Song),Richard M. Sherman,"""The Magic of Lassie""",nominee
1979,MUSIC (Original Song),Robert B. Sherman,"""The Magic of Lassie""",nominee
1979,BEST PICTURE,Jerome Hellman,"""Coming Home""",nominee
1979,BEST PICTURE,Warren Beatty,"""Heaven Can Wait""",nominee
1979,BEST PICTURE,Alan Marshall,"""Midnight Express""",nominee
1979,BEST PICTURE,David Puttnam,"""Midnight Express""",nominee
1979,BEST PICTURE,Paul Mazursky,"""An Unmarried Woman""",nominee
1979,BEST PICTURE,Tony Ray,"""An Unmarried Woman""",nominee
1979,SHORT FILM (Animated),Nico Crama,"""Oh My Darling""",nominee
1979,SHORT FILM (Animated),Will Vinton,"""Rip Van Winkle""",nominee
1979,SHORT FILM (Live Action),Jim Belcher,"""A Different Approach""",nominee
1979,SHORT FILM (Live Action),Fern Field,"""A Different Approach""",nominee
1979,SHORT FILM (Live Action),Andrew Sugerman,"""Mandy's Grandmother""",nominee
1979,SHORT FILM (Live Action),Seth Pinsker,"""Strange Fruit""",nominee
1979,SOUND,Tex Rudloff,"""The Buddy Holly Story""",nominee
1979,SOUND,Joel Fein,"""The Buddy Holly Story""",nominee
1979,SOUND,Curly Thirlwell,"""The Buddy Holly Story""",nominee
1979,SOUND,Willie Burton,"""The Buddy Holly Story""",nominee
1979,SOUND,John K. Wilkinson,"""Days of Heaven""",nominee
1979,SOUND,Robert W. Glass,"""Days of Heaven""",nominee
1979,SOUND,John T. Reitz,"""Days of Heaven""",nominee
1979,SOUND,Barry Thomas,"""Days of Heaven""",nominee
1979,SOUND,Robert Knudson,"""Hooper""",nominee
1979,SOUND,Robert J. Glass,"""Hooper""",nominee
1979,SOUND,Don MacDougall,"""Hooper""",nominee
1979,SOUND,Jack Solomon,"""Hooper""",nominee
1979,SOUND,Gordon K. McCallum,"""Superman""",nominee
1979,SOUND,Graham Hartstone,"""Superman""",nominee
1979,SOUND,Nicolas Le Messurier,"""Superman""",nominee
1979,SOUND,Roy Charman,"""Superman""",nominee
1979,WRITING (Screenplay Based on Material from Another Medium),Walter Newman,"""Bloodbrothers""",nominee
1979,WRITING (Screenplay Based on Material from Another Medium),Neil Simon,"""California Suite""",nominee
1979,WRITING (Screenplay Based on Material from Another Medium),Elaine May,"""Heaven Can Wait""",nominee
1979,WRITING (Screenplay Based on Material from Another Medium),Warren Beatty,"""Heaven Can Wait""",nominee
1979,WRITING (Screenplay Based on Material from Another Medium),Bernard Slade,"""Same Time, Next Year""",nominee
1979,WRITING (Screenplay Written Directly for the Screen),Ingmar Bergman,"""Autumn Sonata""",nominee
1979,WRITING (Screenplay Written Directly for the Screen),Michael Cimino,"""The Deer Hunter""",nominee
1979,WRITING (Screenplay Written Directly for the Screen),Deric Washburn,"""The Deer Hunter""",nominee
1979,WRITING (Screenplay Written Directly for the Screen),Louis Garfinkle,"""The Deer Hunter""",nominee
1979,WRITING (Screenplay Written Directly for the Screen),Quinn K. Redeker,"""The Deer Hunter""",nominee
1979,WRITING (Screenplay Written Directly for the Screen),Deric Washburn,"""The Deer Hunter""",nominee
1979,WRITING (Screenplay Written Directly for the Screen),Woody Allen,"""Interiors""",nominee
1979,WRITING (Screenplay Written Directly for the Screen),Paul Mazursky,"""An Unmarried Woman""",nominee
1978,ACTOR IN A LEADING ROLE,Richard Dreyfuss,"""The Goodbye Girl""",Winner
1978,ACTOR IN A SUPPORTING ROLE,Jason Robards,"""Julia""",Winner
1978,ACTRESS IN A LEADING ROLE,Diane Keaton,"""Annie Hall""",Winner
1978,ACTRESS IN A SUPPORTING ROLE,Vanessa Redgrave,"""Julia""",Winner
1978,ART DIRECTION,John Barry,"""Star Wars""",Winner
1978,ART DIRECTION,Norman Reynolds,"""Star Wars""",Winner
1978,ART DIRECTION,Leslie Dilley,"""Star Wars""",Winner
1978,ART DIRECTION,Roger Christian,"""Star Wars""",Winner
1978,CINEMATOGRAPHY,Vilmos Zsigmond,"""Close Encounters of the Third Kind""",Winner
1978,COSTUME DESIGN,John Mollo,"""Star Wars""",Winner
1978,DIRECTING,Woody Allen,"""Annie Hall""",Winner
1978,DOCUMENTARY (Feature),John Korty,"""Who Are the DeBolts? And Where Did They Get Nineteen Kids?""",Winner
1978,DOCUMENTARY (Feature),Dan McCann,"""Who Are the DeBolts? And Where Did They Get Nineteen Kids?""",Winner
1978,DOCUMENTARY (Feature),Warren L. Lockhart,"""Who Are the DeBolts? And Where Did They Get Nineteen Kids?""",Winner
1978,DOCUMENTARY (Short Subject),John Joseph,"""Gravity Is My Enemy""",Winner
1978,DOCUMENTARY (Short Subject),Jan Stussy,"""Gravity Is My Enemy""",Winner
1978,FILM EDITING,Paul Hirsch,"""Star Wars""",Winner
1978,FILM EDITING,Marcia Lucas,"""Star Wars""",Winner
1978,FILM EDITING,Richard Chew,"""Star Wars""",Winner
1978,FOREIGN LANGUAGE FILM,France,"""Madame Rosa""",Winner
1978,MUSIC (Original Score),John Williams,"""Star Wars""",Winner
1978,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Jonathan Tunick,"""A Little Night Music""",Winner
1978,MUSIC (Original Song),Joseph Brooks,"""You Light Up My Life""",Winner
1978,BEST PICTURE,Charles H. Joffe,"""Annie Hall""",Winner
1978,SHORT FILM (Animated),Co Hoedeman,"""The Sand Castle""",Winner
1978,SHORT FILM (Live Action),Beverly Shaffer,"""I'll Find a Way""",Winner
1978,SHORT FILM (Live Action),Yuki Yoshida,"""I'll Find a Way""",Winner
1978,SOUND,Don MacDougall,"""Star Wars""",Winner
1978,SOUND,Ray West,"""Star Wars""",Winner
1978,SOUND,Bob Minkler,"""Star Wars""",Winner
1978,SOUND,Derek Ball,"""Star Wars""",Winner
1978,VISUAL EFFECTS,John Stears,"""Star Wars""",Winner
1978,VISUAL EFFECTS,John Dykstra,"""Star Wars""",Winner
1978,VISUAL EFFECTS,Richard Edlund,"""Star Wars""",Winner
1978,VISUAL EFFECTS,Grant McCune,"""Star Wars""",Winner
1978,VISUAL EFFECTS,Robert Blalack,"""Star Wars""",Winner
1978,WRITING (Screenplay--based on material from another medium),Alvin Sargent,"""Julia""",Winner
1978,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Woody Allen,"""Annie Hall""",Winner
1978,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Marshall Brickman,"""Annie Hall""",Winner
1978,SPECIAL ACHIEVEMENT AWARD,Benjamin Burtt,,Winner
1978,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),Frank E. Warner,"""Close Encounters of the Third Kind""",Winner
1978,JEAN HERSHOLT HUMANITARIAN AWARD,Charlton Heston,,Winner
1978,ACTOR IN A LEADING ROLE,Woody Allen,"""Annie Hall""",nominee
1978,ACTOR IN A LEADING ROLE,Richard Burton,"""Equus""",nominee
1978,ACTOR IN A LEADING ROLE,Marcello Mastroianni,"""A Special Day""",nominee
1978,ACTOR IN A LEADING ROLE,John Travolta,"""Saturday Night Fever""",nominee
1978,ACTOR IN A SUPPORTING ROLE,Mikhail Baryshnikov,"""The Turning Point""",nominee
1978,ACTOR IN A SUPPORTING ROLE,Peter Firth,"""Equus""",nominee
1978,ACTOR IN A SUPPORTING ROLE,Alec Guinness,"""Star Wars""",nominee
1978,ACTOR IN A SUPPORTING ROLE,Maximilian Schell,"""Julia""",nominee
1978,ACTRESS IN A LEADING ROLE,Anne Bancroft,"""The Turning Point""",nominee
1978,ACTRESS IN A LEADING ROLE,Jane Fonda,"""Julia""",nominee
1978,ACTRESS IN A LEADING ROLE,Shirley MacLaine,"""The Turning Point""",nominee
1978,ACTRESS IN A LEADING ROLE,Marsha Mason,"""The Goodbye Girl""",nominee
1978,ACTRESS IN A SUPPORTING ROLE,Leslie Browne,"""The Turning Point""",nominee
1978,ACTRESS IN A SUPPORTING ROLE,Quinn Cummings,"""The Goodbye Girl""",nominee
1978,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,"""Close Encounters of the Third Kind""",nominee
1978,ACTRESS IN A SUPPORTING ROLE,Tuesday Weld,"""Looking for Mr. Goodbar""",nominee
1978,ART DIRECTION,George C. Webb,"""Airport '77""",nominee
1978,ART DIRECTION,Mickey S. Michaels,"""Airport '77""",nominee
1978,ART DIRECTION,Joe Alves,"""Close Encounters of the Third Kind""",nominee
1978,ART DIRECTION,Dan Lomino,"""Close Encounters of the Third Kind""",nominee
1978,ART DIRECTION,Phil Abramson,"""Close Encounters of the Third Kind""",nominee
1978,ART DIRECTION,Ken Adam,"""The Spy Who Loved Me""",nominee
1978,ART DIRECTION,Peter Lamont,"""The Spy Who Loved Me""",nominee
1978,ART DIRECTION,Hugh Scaife,"""The Spy Who Loved Me""",nominee
1978,ART DIRECTION,Albert Brenner,"""The Turning Point""",nominee
1978,ART DIRECTION,Marvin March,"""The Turning Point""",nominee
1978,CINEMATOGRAPHY,Fred J. Koenekamp,"""Islands in the Stream""",nominee
1978,CINEMATOGRAPHY,Douglas Slocombe,"""Julia""",nominee
1978,CINEMATOGRAPHY,William A. Fraker,"""Looking for Mr. Goodbar""",nominee
1978,CINEMATOGRAPHY,Robert Surtees,"""The Turning Point""",nominee
1978,COSTUME DESIGN,Edith Head,"""Airport '77""",nominee
1978,COSTUME DESIGN,Burton Miller,"""Airport '77""",nominee
1978,COSTUME DESIGN,Anthea Sylbert,"""Julia""",nominee
1978,COSTUME DESIGN,Florence Klotz,"""A Little Night Music""",nominee
1978,COSTUME DESIGN,Irene Sharaff,"""The Other Side of Midnight""",nominee
1978,DIRECTING,Steven Spielberg,"""Close Encounters of the Third Kind""",nominee
1978,DIRECTING,Fred Zinnemann,"""Julia""",nominee
1978,DIRECTING,George Lucas,"""Star Wars""",nominee
1978,DIRECTING,Herbert Ross,"""The Turning Point""",nominee
1978,DOCUMENTARY (Feature),Robert Dornhelm,"""The Children of Theatre Street""",nominee
1978,DOCUMENTARY (Feature),Earle Mack,"""The Children of Theatre Street""",nominee
1978,DOCUMENTARY (Feature),Bill Brind,"""High Grass Circus""",nominee
1978,DOCUMENTARY (Feature),Torben Schioler,"""High Grass Circus""",nominee
1978,DOCUMENTARY (Feature),Tony Ianzelo,"""High Grass Circus""",nominee
1978,DOCUMENTARY (Feature),Harry Rasky,"""Homage to Chagall--The Colours of Love""",nominee
1978,DOCUMENTARY (Feature),James Klein,"""Union Maids""",nominee
1978,DOCUMENTARY (Feature),Julia Reichert,"""Union Maids""",nominee
1978,DOCUMENTARY (Feature),Miles Mogulescu,"""Union Maids""",nominee
1978,DOCUMENTARY (Short Subject),Moctesuma Esparza,"""Agueda Martinez: Our People, Our Country""",nominee
1978,DOCUMENTARY (Short Subject),Helen Whitney,"""First Edition""",nominee
1978,DOCUMENTARY (Short Subject),DeWitt L. Sage,"""First Edition""",nominee
1978,DOCUMENTARY (Short Subject),James R. Messenger,"""Of Time, Tombs and Treasure""",nominee
1978,DOCUMENTARY (Short Subject),Paul N. Raimondi,"""Of Time, Tombs and Treasure""",nominee
1978,DOCUMENTARY (Short Subject),Douglas Gordon,"""The Shetland Experience""",nominee
1978,FILM EDITING,Michael Kahn,"""Close Encounters of the Third Kind""",nominee
1978,FILM EDITING,Walter Murch,"""Julia""",nominee
1978,FILM EDITING,Walter Hannemann,"""Smokey and the Bandit""",nominee
1978,FILM EDITING,Angelo Ross,"""Smokey and the Bandit""",nominee
1978,FILM EDITING,William Reynolds,"""The Turning Point""",nominee
1978,FOREIGN LANGUAGE FILM,Greece,"""Iphigenia""",nominee
1978,FOREIGN LANGUAGE FILM,Israel,"""Operation Thunderbolt""",nominee
1978,FOREIGN LANGUAGE FILM,Italy,"""A Special Day""",nominee
1978,FOREIGN LANGUAGE FILM,Spain,"""That Obscure Object of Desire""",nominee
1978,MUSIC (Original Score),John Williams,"""Close Encounters of the Third Kind""",nominee
1978,MUSIC (Original Score),Georges Delerue,"""Julia""",nominee
1978,MUSIC (Original Score),Maurice Jarre,"""Mohammad - Messenger of God""",nominee
1978,MUSIC (Original Score),Marvin Hamlisch,"""The Spy Who Loved Me""",nominee
1978,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Al Kasha,"""Pete's Dragon""",nominee
1978,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Joel Hirschhorn,"""Pete's Dragon""",nominee
1978,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Irwin Kostal,"""Pete's Dragon""",nominee
1978,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Richard M. Sherman,"""The Slipper and the Rose--The Story of Cinderella""",nominee
1978,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Robert B. Sherman,"""The Slipper and the Rose--The Story of Cinderella""",nominee
1978,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Angela Morley,"""The Slipper and the Rose--The Story of Cinderella""",nominee
1978,MUSIC (Original Song),Al Kasha,"""Pete's Dragon""",nominee
1978,MUSIC (Original Song),Joel Hirschhorn,"""Pete's Dragon""",nominee
1978,MUSIC (Original Song),Marvin Hamlisch,"""The Spy Who Loved Me""",nominee
1978,MUSIC (Original Song),Carole Bayer Sager,"""The Spy Who Loved Me""",nominee
1978,MUSIC (Original Song),Richard M. Sherman,"""The Slipper and the Rose--The Story of Cinderella""",nominee
1978,MUSIC (Original Song),Robert B. Sherman,"""The Slipper and the Rose--The Story of Cinderella""",nominee
1978,MUSIC (Original Song),Sammy Fain,"""The Rescuers""",nominee
1978,MUSIC (Original Song),Carol Connors,"""The Rescuers""",nominee
1978,MUSIC (Original Song),Ayn Robbins,"""The Rescuers""",nominee
1978,BEST PICTURE,Ray Stark,"""The Goodbye Girl""",nominee
1978,BEST PICTURE,Richard Roth,"""Julia""",nominee
1978,BEST PICTURE,Gary Kurtz,"""Star Wars""",nominee
1978,BEST PICTURE,Herbert Ross,"""The Turning Point""",nominee
1978,BEST PICTURE,Arthur Laurents,"""The Turning Point""",nominee
1978,SHORT FILM (Animated),Ishu Patel,"""The Bead Game""",nominee
1978,SHORT FILM (Animated),John Hubley,"""The Doonesbury Special""",nominee
1978,SHORT FILM (Animated),Faith Hubley,"""The Doonesbury Special""",nominee
1978,SHORT FILM (Animated),Garry Trudeau,"""The Doonesbury Special""",nominee
1978,SHORT FILM (Animated),James Picker,"""Jimmy the C""",nominee
1978,SHORT FILM (Animated),Robert Grossman,"""Jimmy the C""",nominee
1978,SHORT FILM (Animated),Craig Whitaker,"""Jimmy the C""",nominee
1978,SHORT FILM (Live Action),William E. McEuen,"""The Absent-Minded Waiter""",nominee
1978,SHORT FILM (Live Action),Jerry Butts,"""Floating Free""",nominee
1978,SHORT FILM (Live Action),Saul Bass,"""Notes on the Popular Arts""",nominee
1978,SHORT FILM (Live Action),Philip Dauber,"""Spaceborne""",nominee
1978,SOUND,Robert Knudson,"""Close Encounters of the Third Kind""",nominee
1978,SOUND,Robert J. Glass,"""Close Encounters of the Third Kind""",nominee
1978,SOUND,Don MacDougall,"""Close Encounters of the Third Kind""",nominee
1978,SOUND,Gene S. Cantamessa,"""Close Encounters of the Third Kind""",nominee
1978,SOUND,Walter Goss,"""The Deep""",nominee
1978,SOUND,Dick Alexander,"""The Deep""",nominee
1978,SOUND,Tom Beckert,"""The Deep""",nominee
1978,SOUND,Robin Gregory,"""The Deep""",nominee
1978,SOUND,Robert Knudson,"""Sorcerer""",nominee
1978,SOUND,Robert J. Glass,"""Sorcerer""",nominee
1978,SOUND,Richard Tyler,"""Sorcerer""",nominee
1978,SOUND,Jean-Louis Ducarme,"""Sorcerer""",nominee
1978,SOUND,Theodore Soderberg,"""The Turning Point""",nominee
1978,SOUND,Paul Wells,"""The Turning Point""",nominee
1978,SOUND,Douglas Williams,"""The Turning Point""",nominee
1978,SOUND,Jerry Jost,"""The Turning Point""",nominee
1978,VISUAL EFFECTS,Roy Arbogast,"""Close Encounters of the Third Kind""",nominee
1978,VISUAL EFFECTS,Douglas Trumbull,"""Close Encounters of the Third Kind""",nominee
